id,name,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_verifications,neighbourhood,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,availability_30,availability_60,availability_90,availability_365,description,neighborhood_overview
520,Cozy Entire home/apt in Midtown,39.0,2021-08-16,within a day,0.7285159136598078,,2.0,"[np.str_('selfie'), np.str_('email'), np.str_('government_id'), np.str_('phone'), np.str_('work_email'), np.str_('identity_manual')]",Midtown,Midtown,40.71996854261682,-74.01776334655055,Entire home/apt,8.0,1.0,1.0,5.0,"['Air conditioning', 'Heating', 'Free parking', 'Wifi', 'Hot water', 'Hot tub', 'Washer', 'Fire extinguisher', 'Smoke detector', 'Hangers', 'Indoor fireplace']",255.0,3.0,,,5.0,4.961406102719305,4.601350752023828,5.0,5.0,4.7849970777607,,12.0,35.0,58.0,299.0,elit ea quis consectetur nostrud magna sed laboris commodo consequat exercitation adipiscing nostrud elit magna laboris nostrud laboris ad et dolor minim tempor ex commodo ut veniam nostrud do amet minim magna eiusmod elit ex consectetur labore dolor incididunt dolore nostrud eiusmod commodo consectetur ullamco ut commodo Ut aliqua incididunt sit consectetur do amet ut commodo ut nisi labore tempor Ut dolore adipiscing elit laboris Ut aliquip do incididunt magna nostrud consequat tempor sed dolor aliqua veniam exercitation do tempor magna Lorem consequat minim amet tempor et amet et dolor dolore eiusmod commodo consequat aliqua tempor ipsum exercitation ullamco nisi do commodo aliqua magna dolor magna enim ut commodo ad commodo sed et aliqua dolor nisi veniam Lorem do ut ad minim ad Lorem amet nostrud dolore ea ut ea ut tempor consequat labore dolor sed do amet ipsum nostrud consectetur consectetur amet ullamco aliqua veniam nostrud labore et ut laboris ad aliqua consectetur commodo consequat labore dolore elit incididunt et amet veniam nostrud aliqua dolor elit nostrud ut laboris ut aliqua Ut ad laboris eiusmod Lorem sed magna Lorem amet tempor ullamco veniam nisi aliqua enim minim dolor sed ut ut consectetur Lorem eiusmod,
521,Cozy Hotel room in Old Town,100.0,2017-07-23,within a day,0.9480240304078741,False,1.0,"[np.str_('email'), np.str_('selfie')]",Old Town,Old Town,40.75063697376522,-74.01501921224165,Hotel room,8.0,1.0,3.0,7.0,"['Laptop-friendly workspace', 'Indoor fireplace', 'Breakfast', 'Cooking basics', 'Carbon monoxide detector', 'Hot tub', 'Dryer', 'Hair dryer', 'Hangers', 'Heating', 'Wifi', 'Kitchen', 'Lock on bedroom door', 'Iron', 'Fire extinguisher', 'Washer']",220.0,,,2020-03-04,4.6775544738948245,,5.0,5.0,,4.419044046258353,4.674527802939394,30.0,47.0,69.0,142.0,magna veniam consectetur ea elit dolore ut nisi nisi ipsum laboris et amet consectetur magna incididunt commodo sit elit ex eiusmod adipiscing quis aliqua dolor consequat Lorem commodo eiusmod ullamco adipiscing ut enim consectetur consequat ex adipiscing ut exercitation minim Lorem nostrud consequat commodo dolor Ut enim nisi nisi nostrud consectetur minim adipiscing laboris Ut eiusmod consectetur Ut exercitation nisi et ex labore aliquip enim commodo Lorem nostrud consequat exercitation dolore labore ad nostrud sed ex eiusmod aliqua enim ipsum eiusmod sit elit sed Lorem quis amet ut ea sed ea dolore commodo commodo nostrud ea consectetur amet tempor ut do nisi eiusmod tempor exercitation Lorem ullamco Ut veniam exercitation do exercitation ea minim et veniam exercitation tempor ea ex ea eiusmod ex ullamco eiusmod ut nisi ad elit dolor aliqua ad dolor ad incididunt ex labore amet eiusmod ea nisi dolor Lorem laboris ad nisi aliquip ea eiusmod elit labore ut laboris sed Ut labore eiusmod ea ut laboris quis eiusmod ipsum elit ipsum ipsum elit,
522,Cozy Entire home/apt in Central,33.0,2016-02-06,,0.714292377230952,True,2.0,[np.str_('phone')],Central,Central,40.76718920156364,-73.99363245414045,Entire home/apt,3.0,1.0,3.0,3.0,"['Heating', 'Free parking', 'Breakfast', 'Iron', 'Hot tub', 'Smoke detector', 'Hair dryer', 'First aid kit']",230.0,6.0,,2016-10-12,5.0,4.657314292266456,4.3746588129263655,4.437402929722687,4.602778344859465,4.873875266529121,5.0,29.0,37.0,41.0,350.0,veniam quis Lorem nostrud enim minim consequat dolor amet laboris exercitation ullamco ut consectetur ut aliqua Lorem laboris adipiscing Ut do consectetur incididunt incididunt elit ut dolore ad magna amet sed dolore consectetur amet ut dolor magna aliqua ut aliqua magna sit consequat dolor ut Ut labore ullamco tempor consequat dolor consequat amet ut dolore elit incididunt elit incididunt dolore quis eiusmod ea laboris tempor ipsum adipiscing tempor et ut Ut labore ut sed dolore aliqua minim ut ea aliqua consequat ullamco,elit eiusmod ex nisi consequat aliquip elit consectetur sed Ut commodo ut eiusmod consequat elit aliqua laboris nostrud nostrud aliqua veniam ipsum ad tempor elit do ipsum amet minim ea ipsum dolore elit ad amet exercitation incididunt sed nostrud
523,Cozy Private room in Northside,101.0,,within an hour,0.918024767250459,False,4.0,"[np.str_('email'), np.str_('work_email'), np.str_('identity_manual'), np.str_('government_id'), np.str_('phone'), np.str_('selfie')]",Northside,Northside,40.79116182055034,-74.01349945105892,Private room,10.0,,4.0,4.0,"['Pool', 'Laptop-friendly workspace', 'Air conditioning', 'Dryer', 'TV', 'Hot water', 'First aid kit', 'Washer', 'Fire extinguisher', 'Free parking', 'Essentials', 'Hangers', 'Hot tub']",175.0,4.0,2019-02-19,2020-12-28,5.0,4.790290512992724,4.698400828002163,4.721840538308693,4.2376900792698615,4.2529751973270145,,5.0,5.0,15.0,60.0,quis labore aliqua enim ea magna consectetur eiusmod veniam amet sed nisi eiusmod tempor Ut Lorem aliquip et do sed enim commodo ex ullamco exercitation aliqua nostrud do quis Lorem ullamco nisi sit commodo sit amet sit aliqua ullamco minim ipsum ullamco eiusmod nisi ad dolore veniam consequat ad incididunt,ea Ut quis do aliquip dolor tempor ut ut aliquip ut sit adipiscing laboris dolor aliqua sed laboris magna enim ex do laboris exercitation aliquip ex adipiscing commodo magna do ut ut Lorem nisi Lorem Ut aliqua aliqua eiusmod incididunt ut veniam exercitation dolor sit aliquip ut ex sed nisi laboris quis laboris dolore do ullamco
524,Cozy Entire home/apt in Central,23.0,2016-09-06,within a day,0.9321718665311995,True,,"[np.str_('selfie'), np.str_('phone'), np.str_('work_email')]",Central,Central,40.75021620107636,-73.98311209083407,Entire home/apt,10.0,2.0,4.0,5.0,"['Hangers', 'Fire extinguisher', 'Kitchen', 'TV', 'Pool', 'Cooking basics', 'Washer', 'Dryer', 'Hot tub', 'Free parking', 'Gym', 'Heating', 'Wifi', 'Laptop-friendly workspace', 'Carbon monoxide detector', 'Essentials']",270.0,,2017-07-30,2018-09-06,5.0,4.461160548337114,,5.0,5.0,4.503744702271901,4.420374075932793,12.0,23.0,39.0,262.0,aliqua quis aliqua ut dolore nostrud elit tempor nostrud et ex dolore amet sit dolor Lorem elit aliqua nostrud consequat Lorem dolore consequat ullamco ut ad consequat eiusmod magna sit aliquip labore ut nisi ut ut enim dolore dolor Ut commodo nisi ea consectetur aliquip sed ex dolor exercitation aliquip sed veniam Lorem dolore et sed quis et et exercitation consectetur amet consequat veniam veniam magna amet sit commodo ad amet commodo consectetur incididunt sit ex ea sed labore Ut labore Lorem do do amet dolore incididunt sit Ut labore commodo minim ut labore labore ullamco ullamco tempor quis aliquip amet ut ut ullamco incididunt laboris ullamco consequat incididunt consequat aliqua dolore ut labore ut Ut dolor nisi elit veniam enim ullamco minim elit sed ut Ut ut tempor aliqua consequat veniam elit ad ullamco ullamco Ut commodo minim,adipiscing aliqua minim aliqua nisi sit et dolore elit ad consequat labore incididunt nostrud adipiscing minim aliqua ut ex tempor Lorem quis ex consectetur ad commodo sed laboris ut quis labore ea Lorem ut
525,Cozy Entire home/apt in Midtown,10.0,2018-07-20,within a few hours,0.8057807817786574,False,1.0,"[np.str_('work_email'), np.str_('phone'), np.str_('identity_manual'), np.str_('selfie')]",Midtown,Midtown,40.79658387750583,-73.93672249687727,Entire home/apt,2.0,3.5,4.0,7.0,"['Wifi', 'Elevator', 'Hangers', 'Breakfast', 'Fire extinguisher', 'Essentials']",190.0,4.0,2018-10-02,,4.694959605206678,,4.998505273884767,5.0,,,4.439116689529044,30.0,39.0,66.0,123.0,consectetur magna aliquip commodo aliqua quis sed Lorem consectetur magna et eiusmod magna ad incididunt sed ex consectetur laboris ut ea magna aliqua et Ut ut sit et veniam ex ea incididunt magna quis aliquip ex ullamco consequat et ipsum ipsum incididunt do sit laboris ut ut ullamco laboris do exercitation Lorem dolor tempor nostrud ullamco aliqua ea ad ut laboris ullamco dolor minim quis ad incididunt ad minim ea aliqua enim elit sed quis tempor,quis minim veniam ullamco ut Lorem et do ea elit laboris exercitation ipsum eiusmod magna sed nisi enim consequat adipiscing nostrud aliquip et ullamco nostrud eiusmod adipiscing ut consequat et quis Lorem eiusmod ullamco Ut quis elit consectetur magna laboris enim ullamco ad Lorem aliqua aliquip Ut do ullamco amet magna ex et sed ut sed ullamco ullamco incididunt dolor ex consectetur ex ut ad aliquip commodo dolor incididunt ut Lorem dolor
526,Cozy Entire home/apt in New District,69.0,2018-03-28,within an hour,0.947436356883336,False,1.0,"[np.str_('phone'), np.str_('work_email'), np.str_('government_id')]",New District,New District,40.794163485207335,-73.98736797426784,Entire home/apt,10.0,1.5,1.0,6.0,"['Breakfast', 'Pool', 'Free parking', 'Essentials', 'Wifi', 'Carbon monoxide detector', 'Cooking basics', 'First aid kit', 'Laptop-friendly workspace', 'Gym', 'Heating', 'Smoke detector', 'Iron', 'Indoor fireplace', 'Hot tub', 'TV', 'Hot water', 'Hangers', 'Dryer']",360.0,7.0,2018-07-29,,4.892632327699584,4.659486619441168,4.83823665447842,4.598977090985631,4.498407153993951,5.0,,14.0,20.0,43.0,237.0,exercitation aliqua amet ut eiusmod do tempor adipiscing ea ullamco et enim ullamco magna nostrud aliquip do Lorem ullamco Lorem consequat minim ut elit consequat adipiscing do laboris dolore enim tempor exercitation Lorem incididunt laboris sed amet consequat consequat ut veniam magna incididunt ex tempor enim ut aliquip ea incididunt laboris nisi nisi sed consectetur sit labore eiusmod ut ullamco consequat do nisi labore Lorem tempor nisi,Ut commodo enim commodo tempor eiusmod do consequat ut do sed exercitation consequat quis elit nostrud elit ipsum nostrud aliqua minim ullamco magna consectetur adipiscing Lorem dolor exercitation quis ex tempor exercitation eiusmod aliquip Lorem veniam labore magna minim ullamco ex magna Lorem ex Ut sed commodo ullamco labore aliqua Ut elit consectetur Ut incididunt Lorem laboris et dolore laboris ad ipsum veniam dolore ullamco sit ad ut tempor ullamco ullamco nisi labore do ex labore aliquip ipsum aliquip enim aliqua nostrud eiusmod
527,Cozy Entire home/apt in Old Town,100.0,2022-04-21,,0.854697821756936,False,1.0,"[np.str_('government_id'), np.str_('phone'), np.str_('selfie'), np.str_('identity_manual'), np.str_('email')]",Old Town,Old Town,40.786506252998436,-73.94721658374206,Entire home/apt,2.0,2.0,5.0,3.0,"['First aid kit', 'Kitchen', 'Free parking', 'Heating', 'Wifi', 'Lock on bedroom door', 'Carbon monoxide detector', 'Washer', 'Cooking basics', 'Smoke detector', 'Private entrance', 'Gym', 'Hair dryer', 'Dryer', 'Elevator', 'Essentials', 'Fire extinguisher']",165.0,,,,,,,,,,,28.0,41.0,61.0,29.0,amet quis veniam minim ut exercitation aliqua tempor minim magna tempor enim aliqua dolore sed consectetur Ut elit magna ad magna enim Ut Lorem nisi ad sed laboris magna ullamco sed consectetur ad ipsum adipiscing aliquip aliquip veniam elit ut Ut elit adipiscing laboris ea ad consectetur tempor ullamco nostrud sed exercitation ullamco aliquip ea aliquip do commodo magna veniam veniam nisi exercitation nisi sit exercitation dolor consectetur adipiscing enim adipiscing ipsum sed dolor labore commodo enim dolore consectetur labore tempor ex do consectetur ex incididunt ipsum magna dolore ea elit laboris consectetur labore ut nisi Ut nostrud Ut veniam et sit ea dolor dolor Lorem tempor aliqua commodo amet do do consequat commodo quis ut consequat aliqua adipiscing sed quis minim incididunt eiusmod commodo veniam ea labore eiusmod aliqua ullamco ut adipiscing aliquip Lorem ad ex tempor laboris ex ex ad consectetur ut Ut et ex eiusmod ea ullamco consectetur Lorem ad ex magna laboris ipsum Lorem consectetur exercitation labore ut aliquip eiusmod amet,veniam consectetur veniam sit minim dolore nisi tempor laboris incididunt sit ad ut consectetur consectetur amet sed ea ea do
528,Cozy Entire home/apt in Westside,34.0,2021-02-13,within a day,0.838988095981839,False,2.0,[np.str_('work_email')],Westside,Westside,40.74999772649624,-74.01060900351689,Entire home/apt,9.0,2.0,3.0,7.0,"['TV', 'Breakfast', 'Heating', 'Hair dryer', 'Dryer']",255.0,0.0,,,,,,,,,,15.0,40.0,42.0,254.0,exercitation Lorem ex ut laboris Lorem exercitation adipiscing ut laboris dolor ipsum sed nisi ut Ut ut ad exercitation labore nostrud labore ut eiusmod ut sit commodo aliquip consequat aliquip ut ea dolor minim consequat ad Lorem consequat ut dolore labore exercitation dolore ipsum quis elit do ullamco consequat commodo et dolore Lorem ad sit exercitation enim eiusmod ut sit minim consequat veniam eiusmod tempor do consequat nisi labore adipiscing aliquip adipiscing consectetur nisi labore ea consectetur exercitation sit labore et labore enim minim quis sed aliquip amet laboris enim Lorem adipiscing consectetur aliqua ut consectetur sed aliquip elit ad elit ea sed do ad incididunt commodo elit incididunt commodo laboris do nisi consectetur laboris amet adipiscing eiusmod Ut exercitation labore laboris tempor ex commodo ex labore consequat ut quis ipsum magna,aliqua sit laboris Ut et aliqua enim adipiscing Ut laboris quis ea dolor ad consequat ut laboris incididunt ipsum tempor amet labore nostrud ut eiusmod quis ut elit Lorem ipsum veniam ut et exercitation dolore commodo ut nisi aliquip ut dolor veniam dolor dolor adipiscing do ullamco
529,Cozy Entire home/apt in Riverside,180.0,2018-01-26,within a few hours,0.7136209844406077,False,1.0,"[np.str_('government_id'), np.str_('selfie')]",Riverside,Riverside,40.7140903943688,-73.95406248125805,Entire home/apt,7.0,3.0,4.0,7.0,"['Indoor fireplace', 'Private entrance', 'Breakfast', 'Elevator', 'Gym', 'First aid kit', 'Hot water', 'Hangers', 'Wifi', 'Laptop-friendly workspace', 'TV', 'Carbon monoxide detector', 'Smoke detector', 'Hair dryer', 'Hot tub', 'Iron', 'Cooking basics', 'Kitchen', 'Heating']",180.0,0.0,,,,,,,,,,7.0,36.0,37.0,89.0,nostrud ut adipiscing nostrud labore eiusmod nisi ipsum nostrud incididunt aliquip enim ut labore ad sed elit do et sed nisi Lorem eiusmod ea elit consectetur ex eiusmod do exercitation dolore quis consectetur magna dolor dolore labore et consequat Ut ipsum dolor nisi sed Ut tempor incididunt dolor exercitation magna ea eiusmod tempor Ut adipiscing et aliqua ut ullamco consequat adipiscing sed ea veniam dolore ut labore ullamco labore dolore veniam incididunt enim quis aliqua dolor veniam enim Lorem ut adipiscing aliquip consequat dolor Lorem tempor do adipiscing quis exercitation,ex ipsum nostrud labore ipsum et consequat ullamco enim aliqua elit incididunt enim ad ut veniam veniam adipiscing ut elit minim tempor tempor nisi minim magna elit enim
530,Cozy Entire home/apt in Central,138.0,2015-05-11,within a few hours,0.7870087580946717,True,2.0,,Central,Central,40.72179044698154,-73.98832528167425,Entire home/apt,6.0,1.0,,5.0,"['Wifi', 'Carbon monoxide detector', 'Lock on bedroom door', 'Hot water', 'Essentials', 'Elevator', 'Dryer']",280.0,27.0,2015-07-17,2017-01-14,4.313786422059397,4.9404919150711075,4.581982268613279,4.944301944370362,4.976356711347369,4.630535151816412,,12.0,12.0,30.0,138.0,consectetur Ut ad nostrud aliquip minim Lorem consequat enim ut aliqua quis sed laboris ipsum ut ut ut minim ut et elit tempor Lorem ut ullamco Lorem ad ullamco incididunt elit adipiscing dolor exercitation aliqua enim Lorem nisi Ut incididunt sit ullamco nostrud dolor adipiscing amet magna ipsum incididunt incididunt ex ex et elit tempor commodo aliquip ipsum adipiscing adipiscing commodo labore consectetur consectetur tempor ea sit ea commodo adipiscing eiusmod ex elit adipiscing minim dolor sed laboris adipiscing magna Ut ut Ut minim ad ad labore incididunt eiusmod Ut exercitation nostrud magna ullamco ipsum tempor sit do et ex ipsum minim ut ullamco ex veniam ullamco exercitation incididunt ipsum laboris dolore magna ut nostrud sit consectetur et enim elit adipiscing ut adipiscing eiusmod Ut quis aliquip aliqua enim do dolor ut Lorem enim quis ut consequat nisi enim ad,labore ex nisi enim ea exercitation aliqua ullamco consequat elit commodo dolor dolore ad exercitation ut ea elit commodo sit ea sed ipsum nisi laboris dolor sit tempor minim quis et nisi ut aliqua tempor dolor nostrud Lorem Ut consequat Lorem laboris ex nisi eiusmod laboris tempor amet dolore incididunt laboris incididunt nostrud ut ex aliquip enim Ut laboris
531,Cozy Entire home/apt in Arts District,147.0,2022-10-23,within an hour,0.97930299126559,False,1.0,"[np.str_('phone'), np.str_('identity_manual'), np.str_('government_id'), np.str_('email'), np.str_('work_email'), np.str_('selfie')]",Arts District,Arts District,40.7647670002712,-73.94502471213029,Entire home/apt,7.0,1.5,4.0,1.0,"['Kitchen', 'Gym', 'Dryer', 'Hair dryer', 'Lock on bedroom door', 'Iron', 'Wifi', 'First aid kit', 'Hot tub', 'Cooking basics', 'Breakfast']",,1.0,,2025-08-15,4.465987052555015,,4.969012333510611,5.0,4.600346661820779,5.0,4.639644148954725,12.0,26.0,54.0,361.0,dolor magna aliquip tempor Ut minim laboris et consequat aliquip Lorem exercitation magna sit laboris elit veniam do ullamco dolor dolor minim exercitation veniam elit elit dolore ex do eiusmod nostrud ex elit laboris ut Ut ea eiusmod elit Lorem exercitation labore Ut nisi ad incididunt minim ad dolor labore incididunt labore ad tempor dolore aliquip do magna aliqua exercitation elit magna nisi quis Lorem magna ut incididunt quis elit aliqua dolor laboris et adipiscing enim ut veniam nisi ex ad do eiusmod labore nisi ut aliquip nostrud enim amet tempor laboris enim quis et,adipiscing ut veniam laboris sit aliqua labore labore aliquip laboris ad consequat dolore consequat incididunt ex minim ad ea dolore Ut Lorem Ut ex ea amet ad sed aliqua ex magna minim consectetur sed commodo aliqua amet exercitation Lorem labore ea incididunt dolore aliqua exercitation consequat nisi consequat dolor exercitation Ut ut elit ea aliqua laboris sit
532,Cozy Entire home/apt in Southside,186.0,2018-04-09,within a few hours,0.81754718898505,False,4.0,"[np.str_('email'), np.str_('government_id'), np.str_('work_email'), np.str_('selfie'), np.str_('phone')]",Southside,Southside,40.74217549802842,-74.00637479859436,Entire home/apt,8.0,2.5,4.0,3.0,"['Free parking', 'Kitchen', 'Gym', 'Smoke detector', 'Hangers', 'Wifi', 'Dryer', 'Cooking basics', 'Private entrance', 'Laptop-friendly workspace', 'Pool', 'Hot water', 'Indoor fireplace']",190.0,,2018-11-22,2019-07-27,4.518597445510425,4.4415761812440975,4.499190128264374,4.731547994555364,5.0,4.940884977955848,5.0,27.0,48.0,72.0,347.0,ut eiusmod aliquip elit minim elit ipsum exercitation consequat commodo minim incididunt ut nisi consectetur Ut nostrud consequat aliqua ad tempor dolor amet amet minim ut adipiscing commodo ut dolore adipiscing Ut ea nisi incididunt consectetur exercitation magna veniam aliquip nostrud ea enim ullamco amet magna elit ea ad minim sed exercitation ut Ut nostrud adipiscing veniam sed adipiscing sit eiusmod sit ullamco exercitation dolore consectetur dolore tempor Lorem laboris nostrud elit nisi nisi sit veniam nostrud elit ut magna ea ex sed Ut ipsum enim ut nisi dolore ex eiusmod elit sit eiusmod enim sit incididunt ut sit et ad nisi et sit quis minim ipsum aliquip dolor enim elit sit exercitation consequat sed elit ut dolor do ex magna exercitation nisi do ut adipiscing eiusmod ut nostrud ad consectetur Ut labore,Ut ut ipsum ad ullamco commodo nisi nostrud Lorem nostrud enim aliquip quis tempor commodo magna amet quis do sit
533,Cozy Entire home/apt in Uptown,96.0,,,0.8640101561670305,True,2.0,"[np.str_('government_id'), np.str_('phone')]",Uptown,Uptown,40.7146801631754,-73.93021166222356,Entire home/apt,1.0,3.0,5.0,2.0,"['Fire extinguisher', 'Essentials', 'Heating', 'Breakfast', 'Indoor fireplace', 'Hangers']",155.0,23.0,2016-02-08,2018-03-14,5.0,4.895650365534706,5.0,4.510205524567994,4.545540601278866,,4.787779533722249,28.0,28.0,29.0,206.0,ut sed veniam ullamco aliqua laboris Ut labore consequat aliquip Ut enim consequat ullamco consectetur amet adipiscing veniam commodo laboris ut commodo sit magna ad nisi labore sed Ut sit Lorem magna sit ullamco adipiscing ut dolore consectetur nostrud sit ullamco incididunt ea magna veniam nisi do ipsum laboris Lorem dolore ad nostrud do elit Ut ad veniam ad minim ullamco ipsum sit enim nostrud labore commodo labore ad Lorem nostrud do Ut Lorem tempor veniam nostrud ipsum Ut aliqua quis Lorem ut sit dolor consequat eiusmod aliqua sed Ut sed magna consequat aliquip sit nisi eiusmod aliqua magna amet aliqua Ut ipsum aliqua eiusmod incididunt Ut ipsum sed adipiscing sit ipsum minim Lorem amet aliquip aliqua ut sit adipiscing aliquip ex consectetur ea labore ullamco et enim ad ex commodo quis nostrud aliqua Ut nisi consequat Ut ad exercitation aliquip ad elit tempor quis magna Lorem aliquip ipsum consequat ad et ullamco consequat et commodo ex quis tempor et consequat ex consequat consequat ullamco ea et laboris laboris veniam minim dolore sit minim ad exercitation nisi ad consectetur exercitation ad incididunt veniam ex nisi ad adipiscing,nisi adipiscing elit sit consectetur nisi do labore Lorem eiusmod do tempor nostrud ipsum quis exercitation aliquip et ut nisi commodo et consectetur ad veniam nisi minim magna veniam adipiscing laboris laboris ex exercitation tempor Ut laboris commodo incididunt dolore incididunt ut aliquip ullamco dolore ullamco ut ullamco elit dolore amet exercitation dolor ad aliquip magna minim enim laboris consequat nostrud nisi laboris consectetur et et elit commodo consequat ut amet amet eiusmod laboris aliquip amet elit commodo nostrud minim
534,Cozy Entire home/apt in Northside,1.0,2015-12-30,within a day,0.8596065036952756,False,1.0,"[np.str_('phone'), np.str_('selfie'), np.str_('identity_manual')]",Northside,Northside,40.74789939336393,-73.9957422797102,Entire home/apt,8.0,3.5,4.0,7.0,"['Private entrance', 'Fire extinguisher', 'Heating', 'Breakfast', 'Hangers', 'Indoor fireplace', 'Essentials', 'Washer', 'Kitchen', 'Pool']",310.0,1.0,2016-02-04,2016-04-13,,,4.674598730750101,4.75172595562742,5.0,,4.677618383264374,30.0,42.0,55.0,92.0,nostrud aliquip laboris consequat do minim amet eiusmod tempor Ut do nostrud tempor quis elit Ut do quis nisi tempor elit minim dolore sit Lorem elit ex commodo quis laboris ullamco commodo dolor ipsum et ex adipiscing minim ut magna Ut elit nisi incididunt nisi Ut do ullamco aliqua ipsum exercitation incididunt tempor aliquip dolore enim ex veniam et dolor minim magna do aliquip incididunt aliqua aliquip incididunt sed tempor consectetur Ut Ut elit sed sit enim elit commodo enim nostrud consectetur amet nostrud exercitation magna enim et ex ipsum ullamco sit Ut ad aliqua nisi commodo amet sit labore veniam ex do commodo aliquip et incididunt dolore amet elit nostrud tempor quis commodo amet incididunt nisi incididunt labore aliqua aliquip commodo Ut Ut incididunt nostrud dolore nisi sit elit sed ad tempor aliqua ex sit ipsum adipiscing dolor elit sed enim enim aliquip Lorem ad ipsum sed labore et do sed et tempor enim nisi exercitation incididunt ullamco minim exercitation ad incididunt ut veniam dolore labore et adipiscing ut commodo minim do Lorem eiusmod sit aliqua minim veniam incididunt aliquip Lorem ad aliquip incididunt consequat enim et sed sit quis et do do ut quis sed ullamco ut,laboris veniam ut nisi ipsum dolore minim quis incididunt commodo dolore ad minim consectetur labore consectetur laboris tempor laboris veniam adipiscing ea dolore quis et ad aliqua Lorem aliqua minim ea veniam minim commodo elit labore consequat elit Ut sit ea dolore ea incididunt
535,Cozy Private room in Uptown,69.0,2015-02-08,within a day,0.877129326946808,False,4.0,[np.str_('email')],Uptown,Uptown,40.70174305455021,-73.98468622067188,Private room,3.0,2.5,1.0,5.0,"['First aid kit', 'Indoor fireplace', 'Hot water', 'TV', 'Kitchen', 'Breakfast', 'Hangers']",90.0,,2015-04-22,2017-05-06,4.451756974621452,,,4.773965628649195,4.935836164279474,4.386094989293774,4.689226878908471,19.0,38.0,63.0,133.0,do ullamco do ex Ut ut adipiscing exercitation elit ut elit dolor sit Ut incididunt consectetur sit enim ad aliqua minim dolore sit aliquip laboris ut enim do do consequat ullamco Ut minim sit nostrud ad ullamco sed enim amet Ut magna aliquip quis sit incididunt sit nostrud Lorem ut et ea amet ut,sed dolor labore veniam Ut tempor ut dolore ad minim veniam ex Ut elit aliquip sed consequat do magna ut nostrud et ex veniam ea dolore aliquip minim incididunt dolore ullamco elit ex Ut et commodo ad consequat minim consequat ea enim aliquip exercitation nostrud sit Ut incididunt nostrud sit amet aliquip veniam eiusmod minim ut ut et ea dolore enim ex ut ullamco ut elit ut ad consectetur ad labore aliquip et ea ipsum nostrud sed ut quis ex sed
536,Cozy Entire home/apt in Central,4.0,2021-12-19,within a day,0.7183992866929847,False,1.0,"[np.str_('government_id'), np.str_('email'), np.str_('identity_manual'), np.str_('selfie'), np.str_('work_email')]",Central,Central,40.773389537089955,-73.9249819289182,Entire home/apt,3.0,1.0,1.0,2.0,"['Breakfast', 'Hot water', 'Air conditioning', 'Elevator', 'First aid kit', 'Hot tub', 'Free parking', 'Private entrance', 'Pool']",210.0,0.0,,,,,,,,,,19.0,41.0,41.0,203.0,dolore quis ullamco dolore ad Ut dolore sit eiusmod ut aliquip dolore exercitation ad ipsum ut dolor consequat consectetur minim enim amet eiusmod nostrud labore ad sit quis labore ea amet dolor aliqua amet aliqua elit enim elit sit Ut consequat consectetur aliqua consectetur veniam amet laboris sit nostrud aliqua magna consectetur ut Lorem consectetur ipsum minim exercitation exercitation veniam exercitation ut nisi veniam Lorem aliquip labore veniam eiusmod nisi magna ex dolor ipsum eiusmod enim minim Lorem adipiscing exercitation dolore commodo et dolor tempor ad Ut ex adipiscing adipiscing minim Lorem tempor ex labore exercitation et labore veniam ex ut eiusmod nostrud tempor ea exercitation et tempor laboris ipsum consectetur do ex ipsum magna et consectetur labore ut dolor elit aliqua ipsum dolor ea ea ex ad Lorem aliqua labore magna et commodo eiusmod adipiscing nisi amet ipsum Lorem aliqua minim et ut sit consectetur sit amet commodo nostrud sed amet quis magna nisi aliquip commodo Ut ut Ut exercitation dolore labore tempor,consequat eiusmod sed consequat Ut ad consequat consectetur nostrud dolor Lorem labore ex ad quis ad consectetur dolor dolor ad amet quis veniam exercitation dolore ad ipsum Lorem
537,Cozy Entire home/apt in University Area,16.0,2018-10-04,within an hour,0.8086528764396185,False,1.0,[np.str_('government_id')],University Area,University Area,40.70735812944897,-73.96215176402691,Entire home/apt,6.0,2.0,1.0,3.0,"['TV', 'Wifi', 'Dryer', 'Hot water', 'Laptop-friendly workspace', 'Private entrance', 'Hair dryer', 'Heating', 'Free parking', 'First aid kit', 'Lock on bedroom door', 'Hangers', 'Essentials', 'Iron', 'Gym', 'Kitchen']",270.0,6.0,2018-11-09,2019-10-03,4.3868237059253055,4.589856928685831,4.341594959595034,4.542638978299971,5.0,4.8568914721690835,4.391130622331849,11.0,12.0,27.0,306.0,elit dolor ex quis dolore aliquip ad dolor veniam Ut labore consectetur ipsum ex ut elit magna sed do exercitation do aliqua ullamco incididunt quis quis do ut amet ut labore ullamco sed elit incididunt adipiscing sit enim dolore ipsum ex ea elit ullamco sed Lorem nisi aliquip ut sit consequat labore ut magna eiusmod incididunt et labore eiusmod eiusmod,ipsum minim ullamco adipiscing adipiscing consequat commodo nostrud ad Ut exercitation minim minim dolor sit dolore aliquip Ut dolore consectetur sed ea ut quis et amet veniam dolor veniam ullamco magna Ut do eiusmod aliqua ullamco adipiscing ipsum commodo consectetur Ut minim labore do amet laboris
